keys,en,fr,zh,ja,ko,zh_TW,ru,pl,es,pt,de,tr,it
FANTASY_CHAIN_TARGETS_FORMATTED,{0}{1},{0}{1},{0}{1},{0}{1},{0}{1},{0}{1},{0}{1},{0}{1},{0}{1},{0}{1},{0}{1},{0}{1},{0}{1}
FANTASY_SCATTER_TARGETS,Scatter: ,Dispersion: ,散射: ,散射: ,산란: ,散射: ,Рассеивание: ,Rozproszenie: ,Dispersión: ,Dispersão: ,Streuung: ,Saçılma: ,Dispersione: 
FANTASY_PRISM_TOWER_MAIN,Spawn a Prism Tower. Prismatic beam: {0} damage.,Spawn a Prism Tower. Prismatic beam: {0} damage.,生成一座光棱塔。七彩光束: {0}伤害。,Spawn a Prism Tower. Prismatic beam: {0} damage.,Spawn a Prism Tower. Prismatic beam: {0} damage.,生成一座光棱塔。七彩光束: {0}傷害。,Spawn a Prism Tower. Prismatic beam: {0} damage.,Spawn a Prism Tower. Prismatic beam: {0} damage.,Spawn a Prism Tower. Prismatic beam: {0} damage.,Spawn a Prism Tower. Prismatic beam: {0} damage.,Spawn a Prism Tower. Prismatic beam: {0} damage.,Spawn a Prism Tower. Prismatic beam: {0} damage.,Spawn a Prism Tower. Prismatic beam: {0} damage.
FANTASY_PRISM_TOWER_RESONANCE,{0} or more Prism Towers trigger resonance.,{0} or more Prism Towers trigger resonance.,{0}座及以上会有共鸣效果,{0} or more Prism Towers trigger resonance.,{0} or more Prism Towers trigger resonance.,{0}座及以上會有共鳴效果,{0} or more Prism Towers trigger resonance.,{0} or more Prism Towers trigger resonance.,{0} or more Prism Towers trigger resonance.,{0} or more Prism Towers trigger resonance.,{0} or more Prism Towers trigger resonance.,{0} or more Prism Towers trigger resonance.,{0} or more Prism Towers trigger resonance.
EFFECT_FANTASY_PRISM_TOWER_SCATTER,{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}
EFFECT_FANTASY_LIGHTNING_CHAIN_ON_HIT,"After hitting an enemy, there is a {0} chance to deal {1} lightning chain damage
{2}
{3}
{4}","Après avoir touché un ennemi, {0} de chances d'infliger {1} dégâts de chaîne d'éclairs
{2}
{3}","击中敌人后{0}概率造成{1}的闪电链伤害
{2}
{3}
{4}","敵に命中した時, {0}の確率で{1}の連鎖雷ダメージを与える
{2}
{3}
{4}","적 명중 시 {0} 확률로 {1}의 연쇄 번개 피해
{2}
{3}
{4}","擊中敵人後{0}機率造成{1}的閃電鏈傷害
{2}
{3}
{4}","При попадании по врагу с вероятностью {0} наносит {1} урона цепной молнией
{2}
{3}
{4}","Po trafieniu wroga, {0} szans na zadanie {1} obrażeń łańcuchem błyskawic
{2}
{3}
{4}","Al golpear a un enemigo, {0} de probabilidad de infligir {1} de daño de cadena de rayos
{2}
{3}
{4}","Ao atingir um inimigo, {0} de chance de causar {1} de dano em cadeia de raios
{2}
{3}
{4}","Beim Treffen eines Gegners besteht eine {0} Chance, {1} Blitzkettenschaden zu verursachen
{2}
{3}
{4}","Düşmana vurduğunda {0} ihtimalle {1} zincirli yıldırım hasarı verir
{2}
{3}
{4}","Colpendo un nemico, {0} probabilità di infliggere {1} danni a catena di fulmini
{2}
{3}
{4}"
EFFECT_FANTASY_ADD_WEAPON_SET,Weapons without {0} gain {0},Les armes sans {0} gagnent {0},非{0}词条的武器获得{0}词条,{0}を持たない武器が{0}を得る,{0}가 없는 무기가 {0}를 얻습니다,非{0}詞條的武器獲得{0}詞條,Оружие без {0} получает {0},Bronie bez {0} otrzymują {0},Las armas sin {0} obtienen {0},Armas sem {0} ganham {0},Waffen ohne {0} erhalten {0},{0} olmayan silahlar {0} kazanır,Le armi senza {0} ottengono {0}
EFFECT_FANTASY_GAIN_ITEM_ON_REROLL,{0} chance to gain {1} when rerolling the shop,{0} de chance de gagner {1} en relançant la boutique,刷新商店时有{0}概率获得{1},ショップを再抽選すると{0}の確率で{1}を得る,상점을 새로고침할 때 {0} 확률로 {1}를 얻습니다,刷新商店時有{0}機率獲得{1},{0} шанс получить {1} при обновлении магазина,{0} szans na zdobycie {1} przy przerzuceniu sklepu,{0} de probabilidad de obtener {1} al actualizar la tienda,{0} de chance de ganhar {1} ao atualizar a loja,{0} Chance beim Neuwürfeln des Shops {1} zu erhalten,Mağazayı yenilerken {0} ihtimalle {1} kazanırsın,{0} di probabilità di ottenere {1} aggiornando il negozio
EFFECT_FANTASY_LIGHTNING_CHAIN_ON_HIT_NO_CHANCE,"After hitting an enemy, deal {1} lightning chain damage
{2}
{3}
{4}","Après avoir touché un ennemi, inflige {1} dégâts de chaîne d'éclairs
{2}
{3}
{4}","击中敌人后造成{1}的闪电链伤害
{2}
{3}
{4}","敵に命中した時, {1}の連鎖雷ダメージを与える
{2}
{3}
{4}","적 명중 시 {1}의 연쇄 번개 피해
{2}
{3}
{4}","擊中敵人後造成{1}的閃電鏈傷害
{2}
{3}
{4}","При попадании по врагу наносит {1} урона цепной молнией
{2}
{3}
{4}","Po trafieniu wroga, zadaje {1} obrażeń łańcuchem błyskawic
{2}
{3}
{4}","Al golpear a un enemigo, inflige {1} de daño de cadena de rayos
{2}
{3}
{4}","Ao atingir um inimigo, causa {1} de dano em cadeia de raios
{2}
{3}
{4}","Beim Treffen eines Gegners verursacht {1} Blitzkettenschaden
{2}
{3}
{4}","Düşmana vurduğunda {1} zincirli yıldırım hasarı verir
{2}
{3}
{4}","Colpendo un nemico, infligge {1} danni a catena di fulmini
{2}
{3}
{4}"
WEAPON_FANTASY_MYRIAD_THUNDER,Myriad Thunder,Myriade de tonnerre,雷鸣万丈,万雷轟鳴,무수한 천둥,雷鳴萬丈,Мириады грома,Niezliczone grzmoty,Miríada de truenos,Miríade de trovões,Unzählige Donner,Sayısız Yıldırım,Miriade di tuoni
EFFECT_FANTASY_LIGHTNING_CHAIN_CAN_CRIT,Lightning Chain can crit,La Chaîne d'éclairs peut infliger un coup critique,闪电链可以暴击,ライトニングチェーンはクリティカル可能,체인 라이트닝은 치명타가 가능합니다,閃電鏈可以暴擊,Цепная молния может критовать,Piorun łańcuchowy może zadać cios krytyczny,La cadena de rayos puede hacer crítico,A Cadeia de Raios pode causar crítico,Blitzkette kann kritisch treffen,Zincir Yıldırım kritik yapabilir,La catena di fulmini può fare critico
EFFECT_FANTASY_LIGHTNING_CHAIN_ON_DEATH,"When an enemy dies, {0} chance to deal {1} lightning chain damage
{2}
{3}
{4}","Lorsqu'un ennemi meurt, {0} de chances d'infliger {1} dégâts de chaîne d'éclairs
{2}
{3}
{4}","敌人死亡时，{0}概率造成{1}的闪电链伤害
{2}
{3}
{4}","敵が死亡した時、{0}の確率で{1}の雷撃連鎖ダメージを与える
{2}
{3}
{4}","적이 사망할 때, {0} 확률로 {1}의 번개 사슬 피해를 입힙니다
{2}
{3}
{4}","敵人死亡時，{0}機率造成{1}的閃電鏈傷害
{2}
{3}
{4}","Когда враг умирает, {0} шанс нанести {1} урона цепной молнией
{2}
{3}
{4}","Gdy wróg umrze, {0} szansy na zadanie {1} obrażeń łańcucha błyskawic
{2}
{3}
{4}","Cuando un enemigo muere, {0} probabilidad de infligir {1} de daño de cadena de relámpagos
{2}
{3}
{4}","Quando um inimigo morre, {0} de chance de causar {1} de dano de corrente elétrica
{2}
{3}
{4}","Wenn ein Feind stirbt, {0} Chance, {1} Blitzkettenschaden zu verursachen
{2}
{3}
{4}","Bir düşman öldüğünde, {0} ihtimalle {1} yıldırım zinciri hasarı verir
{2}
{3}
{4}","Quando un nemico muore, {0} probabilità di infliggere {1} danni da catena di fulmini
{2}
{3}
{4}"
EFFECT_FANTASY_LIGHTNING_CHAIN_ON_DEATH_NO_CHANCE,"When an enemy dies, deals {1} lightning chain damage
{2}
{3}
{4}","Lorsqu'un ennemi meurt, inflige {1} dégâts de chaîne d'éclairs
{2}
{3}
{4}","敌人死亡时，造成{1}的闪电链伤害
{2}
{3}
{4}","敵が死亡した時、{1}の雷撃連鎖ダメージを与える
{2}
{3}
{4}","적이 사망할 때, {1}의 번개 사슬 피해를 입힙니다
{2}
{3}
{4}","敵人死亡時，造成{1}的閃電鏈傷害
{2}
{3}
{4}","Когда враг умирает, наносит {1} урона цепной молнией
{2}
{3}
{4}","Gdy wróg umrze, zadaje {1} obrażeń łańcucha błyskawic
{2}
{3}
{4}","Cuando un enemigo muere, inflige {1} de daño de cadena de relámpagos
{2}
{3}
{4}","Quandoo um inimigo morre, causa {1} de dano de corrente elétrica{2}
{3}
{4}","Wenn ein Feind stirbt, verursacht {1} Blitzkettenschaden
{2}
{3}
{4}","Bir düşman öldüğünde, {1} yıldırım zinciri hasarı verir
{2}
{3}
{4}","Quando un nemico muore, infligge {1} danni da catena di fulmini
{2}
{3}
{4}"
JOB_FANTASY_TUNER,Tuner,Tuner,调音师,チューナー,튜너,調音師,Тюнер,Stroiciel,Tuner,Tuner,Tuner,Akortçu,Tuner
JOB_FANTASY_IDOL,IDOL,IDOL,IDOL,IDOL,IDOL,IDOL,IDOL,IDOL,IDOL,IDOL,IDOL,IDOL,IDOL
EFFECT_FANTASY_WEAPON_HIT_PROC_MUSICAL_SLOW,Musical weapon hits have a {0}% chance to slow the hit enemy,Les coups d'arme musicale ont {0}% de chances de ralentir l'ennemi touché,"使用音乐武器命中敌人时,有{0}%概率减速被命中的敌人","音楽武器で敵に命中した時,{0}%の確率で命中した敵を減速させる",음악 무기로 적을 맞히면 {0}% 확률로 맞은 적을 감속시킵니다,"使用音樂武器命中敵人時,有{0}%機率減速被命中的敵人",Попадания музыкальным оружием с шансом {0}% замедляют поражённого врага,Trafienia muzyczną bronią mają {0}% szansy spowolnić trafionego wroga,Los golpes con armas musicales tienen un {0}% de probabilidad de ralentizar al enemigo golpeado,Acertos com armas musicais têm {0}% de chance de desacelerar o inimigo atingido,"Treffer mit Musikwaffen haben eine {0}% Chance, den getroffenen Gegner zu verlangsamen","Müzik silahı isabetleri, vurulan düşmanı {0}% ihtimalle yavaşlatır",I colpi con armi musicali hanno il {0}% di probabilità di rallentare il nemico colpito
EFFECT_FANTASY_WEAPON_HIT_PROC_DROP_MATERIAL,Weapon hits have a {0}% chance to make enemies drop {2} material,Les coups d'arme ont {0}% de chances de faire tomber {2} matériau aux ennemis,"仅武器每次命中敌人时,敌人有{0}%概率掉落{2}个材料","武器で敵に命中した時,{0}%の確率で敵が素材を{2}個落とす",무기로 적을 맞히면 {0}% 확률로 적이 재료 {2}개를 떨어뜨립니다,"僅武器每次命中敵人時,敵人有{0}%機率掉落{2}個材料",Попадания оружием имеют {0}% шанс заставить врага уронить {2} материал,"Trafienia bronią mają {0}% szansy, by wróg upuścił {2} materiał",Los golpes con armas tienen un {0}% de probabilidad de hacer que el enemigo suelte {2} material,Acertos com armas têm {0}% de chance de fazer inimigos soltarem {2} material,"Waffentreffer haben eine {0}% Chance, Gegner {2} Material fallen zu lassen","Silah isabetleri, düşmanların {2} malzeme düşürmesi için {0}% ihtimal verir",I colpi con le armi hanno il {0}% di probabilità di far lasciare al nemico {2} materiale
EFFECT_FANTASY_MUSIC_OVERRIDE_TRACK_ON_SELECT,Play mysterious BGM,Joue une BGM mystérieuse,播放神秘BGM,神秘的なBGMを再生,신비한 BGM 재생,播放神秘BGM,Воспроизводит загадочную BGM,Odtwarza tajemnicze BGM,Reproduce una BGM misteriosa,Toca uma BGM misteriosa,Spielt geheimnisvolle BGM,Gizemli bir BGM çalar,Riproduce una BGM misteriosa
EFFECT_FANTASY_CLOCK_TOWER_AREA,Center clockwork area: radius {0}. Structures spawn on its edge. Inside: Structure Attack Speed {1}% ({2}). Enemies/projectiles inside: speed {3}% ({4}). Outside: structures cannot attack.,Center clockwork area: radius {0}. Structures spawn on its edge. Inside: Structure Attack Speed {1}% ({2}). Enemies/projectiles inside: speed {3}% ({4}). Outside: structures cannot attack.,地图中心: 半径{0}时钟机关区.构筑物生成在区域边缘.区域内: 构筑物攻速{1}%({2}).敌人/敌弹速度{3}%({4}).区域外: 构筑物无法攻击,Center clockwork area: radius {0}. Structures spawn on its edge. Inside: Structure Attack Speed {1}% ({2}). Enemies/projectiles inside: speed {3}% ({4}). Outside: structures cannot attack.,Center clockwork area: radius {0}. Structures spawn on its edge. Inside: Structure Attack Speed {1}% ({2}). Enemies/projectiles inside: speed {3}% ({4}). Outside: structures cannot attack.,地圖中心: 半徑{0}時鐘機關區.構築物生成在區域邊緣.區域內: 構築物攻速{1}%({2}).敵人/敵彈速度{3}%({4}).區域外: 構築物無法攻擊,Center clockwork area: radius {0}. Structures spawn on its edge. Inside: Structure Attack Speed {1}% ({2}). Enemies/projectiles inside: speed {3}% ({4}). Outside: structures cannot attack.,Center clockwork area: radius {0}. Structures spawn on its edge. Inside: Structure Attack Speed {1}% ({2}). Enemies/projectiles inside: speed {3}% ({4}). Outside: structures cannot attack.,Center clockwork area: radius {0}. Structures spawn on its edge. Inside: Structure Attack Speed {1}% ({2}). Enemies/projectiles inside: speed {3}% ({4}). Outside: structures cannot attack.,Center clockwork area: radius {0}. Structures spawn on its edge. Inside: Structure Attack Speed {1}% ({2}). Enemies/projectiles inside: speed {3}% ({4}). Outside: structures cannot attack.,Center clockwork area: radius {0}. Structures spawn on its edge. Inside: Structure Attack Speed {1}% ({2}). Enemies/projectiles inside: speed {3}% ({4}). Outside: structures cannot attack.,Center clockwork area: radius {0}. Structures spawn on its edge. Inside: Structure Attack Speed {1}% ({2}). Enemies/projectiles inside: speed {3}% ({4}). Outside: structures cannot attack.,Center clockwork area: radius {0}. Structures spawn on its edge. Inside: Structure Attack Speed {1}% ({2}). Enemies/projectiles inside: speed {3}% ({4}). Outside: structures cannot attack.
EFFECT_FANTASY_CLOCK_TOWER_AREA_RADIUS,Center clockwork area: radius {0}.,Center clockwork area: radius {0}.,地图中心: 半径{0}时钟机关区,Center clockwork area: radius {0}.,Center clockwork area: radius {0}.,地圖中心: 半徑{0}時鐘機關區,Center clockwork area: radius {0}.,Center clockwork area: radius {0}.,Center clockwork area: radius {0}.,Center clockwork area: radius {0}.,Center clockwork area: radius {0}.,Center clockwork area: radius {0}.,Center clockwork area: radius {0}.
EFFECT_FANTASY_CLOCK_TOWER_AREA_STRUCTURE_SPAWN,Structures spawn on the area edge.,Structures spawn on the area edge.,构筑物生成在区域边缘,Structures spawn on the area edge.,Structures spawn on the area edge.,構築物生成在區域邊緣,Structures spawn on the area edge.,Structures spawn on the area edge.,Structures spawn on the area edge.,Structures spawn on the area edge.,Structures spawn on the area edge.,Structures spawn on the area edge.,Structures spawn on the area edge.
EFFECT_FANTASY_CLOCK_TOWER_AREA_STRUCTURE_ATTACK_SPEED,Inside: Structure Attack Speed {0}% ({1}).,Inside: Structure Attack Speed {0}% ({1}).,你在区域内: 构筑物攻速{0}%({1}),Inside: Structure Attack Speed {0}% ({1}).,Inside: Structure Attack Speed {0}% ({1}).,你在區域內: 構築物攻速{0}%({1}),Inside: Structure Attack Speed {0}% ({1}).,Inside: Structure Attack Speed {0}% ({1}).,Inside: Structure Attack Speed {0}% ({1}).,Inside: Structure Attack Speed {0}% ({1}).,Inside: Structure Attack Speed {0}% ({1}).,Inside: Structure Attack Speed {0}% ({1}).,Inside: Structure Attack Speed {0}% ({1}).
EFFECT_FANTASY_CLOCK_TOWER_AREA_ENEMY_SLOW,Inside enemies/projectiles: speed {0}% ({1}).,Inside enemies/projectiles: speed {0}% ({1}).,区域内: 敌人/敌弹速度{0}%({1}),Inside enemies/projectiles: speed {0}% ({1}).,Inside enemies/projectiles: speed {0}% ({1}).,區域內: 敵人/敵彈速度{0}%({1}),Inside enemies/projectiles: speed {0}% ({1}).,Inside enemies/projectiles: speed {0}% ({1}).,Inside enemies/projectiles: speed {0}% ({1}).,Inside enemies/projectiles: speed {0}% ({1}).,Inside enemies/projectiles: speed {0}% ({1}).,Inside enemies/projectiles: speed {0}% ({1}).,Inside enemies/projectiles: speed {0}% ({1}).
EFFECT_FANTASY_CLOCK_TOWER_AREA_STRUCTURE_DISABLED,Outside: structures cannot attack.,Outside: structures cannot attack.,你在区域外: 构筑物无法攻击,Outside: structures cannot attack.,Outside: structures cannot attack.,你在區域外: 構築物無法攻擊,Outside: structures cannot attack.,Outside: structures cannot attack.,Outside: structures cannot attack.,Outside: structures cannot attack.,Outside: structures cannot attack.,Outside: structures cannot attack.,Outside: structures cannot attack.
